StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40,Q40_Themes
10/9/2023 13:49,10/9/2023 13:52,IP Address,72,132,FALSE,10/16/2023 13:52,anonymous,EN,No,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Extremely important,Extremely important,,,,,,,,,,,,,,,,,,,,,,,
10/26/2023 11:57,10/26/2023 12:14,IP Address,100,1039,TRUE,10/26/2023 12:14,anonymous,EN,Yes,6-10 times a month,5,3,4,2,1,Just enjoying birding. Avoid places with off leash dogs. ,Yes,More than 10 times a year,5,3,2,4,1,Enjoyment of birding. Can take dog but no off leash dogs. ,,,Yes,,,,,,,3,Colombia,Ecuador,Sri Lanka,Costa Rica,Tanzania,Brazil,8,6,5,3,4,7,1,9,2,"Mosquitoes/malaria, other disease or bug concerns","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always alone,Very important,Very important,Very important,Very important,Moderately important,Very important,Extremely important,Slightly important,Very important,Very important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$400-$600,Moderately important,Very important,25-34,Female,,United States of America,Master's degree,,United States of America,White/Caucasian,"$100,000 - $200,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",Often we don’t choose tour company organized trips because they use non ideal lodges. We’ve had better trips investing more in lodges and local guides and less in non local guides. We also prefer to bird alone or with a very small group. We also prefer to move less frequently when possible. ,
10/26/2023 16:58,10/26/2023 17:07,IP Address,100,523,TRUE,10/26/2023 17:07,qr,EN,Yes,1-5 times a month,2,5,5,1,1,Price of the activity,Yes,More than 10 times a year,1,5,5,1,1,,,,No,Cost,,Yes,China,Australia,Thailand,0,,,,,,,1,1,9,3,1,1,1,3,3,,,,,,,,,,,,,,,,,,,,25-34,Female,,Ecuador,Master's degree,,Ecuador,Mixed ,"Less than $50,000",1-5 years,"Casual birder -- enjoys bird watching while taking trips for other primary reasons (nature, culture, hobbies). Doesn’t necessarily keep a list and is mostly driven by the enjoyment of birds for their beauty or interesting features.",,
10/26/2023 16:59,10/26/2023 17:07,IP Address,100,512,TRUE,10/26/2023 17:07,qr,EN,Yes,More than 10 times a month,3,1,2,4,3,Descubrir nuevos sitios potenciales ,Yes,1-5 times a year,3,2,4,2,3,Compartir con amigos que se dedican a la observación de aves,,,No,Cost,,Yes,Colombia ,Brazil ,Peru,1,Ecuador ,,,Colombia ,Peru,Colombia ,1,1,1,5,4,1,1,2,3,Costo ,,,,,,,,,,,,,,,,,,,35-44,Female,,Ecuador,Bachelor's degree/ Undergraduate degree,,Ecuador,Mixed ,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/26/2023 16:58,10/26/2023 17:08,IP Address,100,565,TRUE,10/26/2023 17:08,qr,EN,Yes,1-5 times a month,1,4,3,1,5,Access and cost,Yes,1-5 times a year,1,3,3,1,5,Distance and cost,,,No,"Cost,Accessibility",,Yes,Solomon Islands ,Colombia,Costa Rica ,1,Peru,,,Peru,Colombia,Brazil,1,1,4,3,2,1,1,3,4,,,,,,,,,,,,,,,,,,,,25-34,Female,,Ecuador,Other (please specify),Dentist ,Ecuador,Mixed ,"$50,000-$100,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/26/2023 16:58,10/26/2023 17:10,IP Address,100,703,TRUE,10/26/2023 17:10,qr,EN,Yes,6-10 times a month,1,3,2,1,1,guiding birders,Yes,6-10 times a year,1,2,3,2,1,guiding birders,,,No,Cost,,Yes,Colombia,Brazil,Peru,,,,,,,,1,1,2,4,1,2,1,2,5,,,,,,,,,,,,,,,,,,,,35-44,Female,,Germany,Other (please specify),Licenciatura,Ecuador,White/Caucasian,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I am a bird guide. My visits to local and regional bird sites are related to my work. Outside my work time I have little possibility to travel, as local income doesn't allow for birdwatching journeys. A problem many people living in developing countries might experience.",income
10/27/2023 14:38,10/27/2023 15:14,IP Address,100,2195,TRUE,10/27/2023 15:14,anonymous,EN,Yes,1-5 times a month,1,2,3,4,5,Quantity of species I'll ve able to observe,Yes,6-10 times a year,4,1,5,2,3,"Learn how the same species change their behavior patterns, songs or environments they inhabit throughout the country.",,,No,"Cost,Accessibility,Safety",,Yes,Argentina,Peru,Colombia,0,,,,,,,1,2,3,9,7,4,5,6,8,Nice weather to get to know as much species and places as possible,,,,,,,,,,,,,,,,,,,25-34,Female,,Chile,Bachelor's degree/ Undergraduate degree,,Chile,South American,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",Information available on eBird is a very important factor when choosing a birding site. ,
10/27/2023 14:58,10/27/2023 15:30,IP Address,100,1909,TRUE,10/27/2023 15:30,anonymous,EN,Yes,More than 10 times a month,5,4,4,5,3,Increase data available to researchers and users of eBird,Yes,More than 10 times a year,5,4,4,5,3,Increase data available to researches and users of eBird,,,No,Cost,,Yes,Argentina,Bolivia,Tanzania,0,,,,Argentina,Bolivia,Tanzania,9,7,8,9,9,9,7,6,1,,,,,,,,,,,,,,,,,,,,45-54,Male,,Chile,Master's degree,,Chile,,"Less than $50,000",1-5 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
10/27/2023 15:44,10/27/2023 15:52,IP Address,100,479,TRUE,10/27/2023 15:52,anonymous,EN,Yes,1-5 times a month,2,2,2,2,3,Enjoy birding and being outdoors,Yes,6-10 times a year,1,1,2,1,3,Enjoy traveling and getting to know new places ,,,Yes,,,,,,,12,South Africa,Costa Rica ,Peru,Venezuela ,Argentina ,Cuba,3,2,2,9,5,1,2,3,5,,,,,,,,,,,,,,,,,,,,45-54,Male,,Ecuador,Bachelor's degree/ Undergraduate degree,,Ecuador,Hispanic or Latino,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/27/2023 16:53,10/27/2023 17:02,IP Address,100,571,TRUE,10/27/2023 17:02,anonymous,EN,Yes,6-10 times a month,2,2,2,1,3,,Yes,More than 10 times a year,1,3,2,1,3,Landscapes ,,,Yes,,,,,,,2,Peru,Canada,,United States,Argentina,Costa Rica,2,5,2,9,7,2,3,3,9,,,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,Other (please specify),Technician diploma,Canada,,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",,
10/27/2023 16:37,10/27/2023 17:15,IP Address,100,2263,TRUE,10/27/2023 17:15,anonymous,EN,Yes,6-10 times a month,2,3,5,5,3,Specific locations,,6-10 times a year,5,3,5,5,3,Looking for critical endangered species for my country. ,,,Yes,,,,,,,2,Argentina ,Chile,Chile ,Peru,Colombia ,Bolivia ,5,5,3,1,1,4,3,3,3,Good food and low cost on Gasoline to take long distance drive. ,,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,High school or equivalent,,Chile,,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","For me one of the most important things when I decided to make a birding trips are flora and fauna, focused on birds, gasoline's prices because I drive long distance in search for birds. but gastronomy are important factor too. 
Biodiversity are the most important. 
",
10/27/2023 17:22,10/27/2023 17:34,IP Address,100,746,TRUE,10/27/2023 17:34,qr,EN,Yes,1-5 times a month,2,2,3,4,1,,Yes,1-5 times a year,2,2,5,2,1,,,,Yes,,,,,,,5,Ecuador,Bulgaria,Greece,Faroe Islands,Norway,Spain,3,2,1,9,9,7,3,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Moderately important,Very important,Slightly important,Very important,Not at all important,Moderately important,Not at all important,Moderately important,Slightly important,Very important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$50-$100,Moderately important,Very important,18-24,Male,,Denmark,Bachelor's degree/ Undergraduate degree,,Denmark,White/Caucasian,"Less than $50,000",1-5 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/27/2023 18:41,10/27/2023 18:48,IP Address,100,425,TRUE,10/27/2023 18:48,anonymous,EN,Yes,More than 10 times a month,5,5,4,5,3,,Yes,More than 10 times a year,5,5,4,5,3,,,,Yes,,,,,,,5,Brazil,Argentina,Peru,Colombia,Costa Rica,Peru,1,1,1,2,2,1,1,2,1,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Extremely important,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter),Bird Fairs",,$200-$400,Very important,Extremely important,25-34,Female,,Chile,Bachelor's degree/ Undergraduate degree,,Chile,Mixed ,"Less than $50,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/27/2023 18:51,10/27/2023 18:56,IP Address,100,343,TRUE,10/27/2023 18:56,anonymous,EN,Yes,6-10 times a month,5,4,3,5,3,,Yes,1-5 times a year,5,5,5,4,3,,,,No,"Cost,Don't have information about where to go",,Yes,Colombia ,Bolivia ,Canada,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-34,Male,,Chile,High school or equivalent,,Chile,,"$200,000-$400,000",6-10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
10/27/2023 18:27,10/27/2023 19:00,IP Address,100,2024,TRUE,10/27/2023 19:00,anonymous,EN,Yes,1-5 times a month,1,3,4,2,5,,Yes,1-5 times a year,1,3,4,2,5,,,,Yes,,,,,,,4,Ecuador,Bolivia ,Colombia ,Mexico,Argentina ,Brazil,3,2,1,7,8,5,4,6,9,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Extremely important,Extremely important,Moderately important,Very important,Not at all important,Slightly important,Slightly important,Not at all important,Moderately important,Moderately important,Slightly important,"Online search engines,Recommendations from friends or fellow birdwatchers,Bird Fairs",,$50-$100,Very important,Very important,35-44,Male,,Peru,Bachelor's degree/ Undergraduate degree,,Peru,Mixed ,"Less than $50,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",I would like to know see some results of this study. ,
10/27/2023 18:41,10/27/2023 19:20,IP Address,100,2325,TRUE,10/27/2023 19:20,anonymous,EN,Yes,6-10 times a month,2,5,3,4,1,,Yes,More than 10 times a year,4,5,3,2,1,,,,Yes,,,,,,,,Netherlands,Ecuador,Peru,Egypt,Nigeria,Colombia,8,7,9,4,5,3,2,1,,,,,,,,,,,,,,,,,,,,,45-54,Male,,Chile,Bachelor's degree/ Undergraduate degree,,Chile,,"Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",,
